TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
Co-op for sale,550000,1,1,2184.21,"New York, NY 10024","609 Columbus Ave Apt 10INew York, NY 10024",New York,New York County,New York,Manhattan,40.7887084,-73.9700091
Pending,769000,3,4,2184.21,"Staten Island, NY 10303","290 Lake AveStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.6291962,-74.1518654
House for sale,675000,3,2,2400,"Brooklyn, NY 11234","2519 Mill AveBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.610206,-73.91065
House for sale,879000,4,2,1238,"Staten Island, NY 10309","48 Princewood AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,40.5273247,-74.1983282
House for sale,918888,3,2,2184.21,"East Elmhurst, NY 11369","30-36 88th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.760703,-73.880887
Townhouse for sale,2400000,4,2,1892,"Brooklyn, NY 11215","396 A 9th St Unit 2Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6674938,-73.9832146
House for sale,1730000,6,2.373860858,3024,"Little Neck, NY 11362","45-12 244th StLittle Neck, NY 11362",United States,New York,Queens County,Queens,40.765022,-73.7422005
Multi-family home for sale,425000,5,2,2184.21,"Bronx, NY 10474","755 Coster StBronx, NY 10474",United States,New York,Bronx County,The Bronx,40.8159966,-73.8881001
House for sale,2500000,5,2.373860858,1450,"Flushing, NY 11354","33-02 Parsons BlvdFlushing, NY 11354",United States,New York,Queens County,Queens,40.7679673,-73.8246067
House for sale,998000,4,4,2000,"Staten Island, NY 10307","336 Bethel AveStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.515251,-74.235145
House for sale,1195000,4,4,2688,"Staten Island, NY 10301","222 Hart BlvdStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6296431,-74.1005274
House for sale,1649000,3,2,2052,"Brooklyn, NY 11228","1217 84th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6164182,-74.0142443
House for sale,955000,4,4,2100,"Staten Island, NY 10312","82 Vineland AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.551184,-74.1840649
Multi-family home for sale,949000,6,3,2184.21,"Jamaica, NY 11436","117-37 141st StJamaica, NY 11436",United States,New York,Queens County,Queens,40.677393,-73.800094
House for sale,880000,3,2,1743,"Flushing, NY 11358","190-16 33rd AveFlushing, NY 11358",United States,New York,Queens County,Queens,40.7668312,-73.7911175
Townhouse for sale,39995000,4,2.373860858,10582,"Manhattan, NY 10013","145 Reade StManhattan, NY 10013",United States,New York,New York County,New York,40.7164224,-74.0101197
Townhouse for sale,1250000,8,2.373860858,2184.21,"New York, NY 10022","246 E 58th St # ThNew York, NY 10022",United States,New York,New York County,New York,40.7600248,-73.9653546
Contingent,899999,3,2,1784,"Staten Island, NY 10306","61 Prescott AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5788586,-74.11209
Condo for sale,198000,1,1,750,"Queens, NY 11415","118-18 Union Tpke Unit 7DQueens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7127599,-73.83433
House for sale,549000,5,3,496,"Bronx, NY 10469","2808 Wickham AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8679701,-73.836565
House for sale,1088888,3,4,1320,"Brooklyn, NY 11204","1568 W 2nd StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6090909,-73.9762651
House for sale,888000,4,2,2686,"Bronx, NY 10465","3079 Giegerich PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8130775,-73.8063357
For sale,65000,3,1,230,"Manhattan, NY 10038","1287266 45 Madison St Unit 1Manhattan, NY 10038",New York,New York County,New York,Manhattan,40.7120703,-73.9983258
House for sale,1449999,3,2,2184.21,"Long Island City, NY 11105","21-89 47th StLong Island City, NY 11105",United States,New York,Queens County,Queens,40.7697773,-73.9014478
Townhouse for sale,14900000,5,5,2184.21,"New York, NY 10023","45 W 70th StNew York, NY 10023",United States,New York,New York County,New York,40.7758194,-73.9785263
Coming Soon,1695000,5,2,2250,"Ny, NY 11221","871 Putnam AveNy, NY 11221",United States,New York,Kings County,Brooklyn,40.686947,-73.9261885
House for sale,2499000,5,2.373860858,4100,"Forest Hills, NY 11375","152 Whitson StForest Hills, NY 11375",United States,New York,Queens County,Queens,40.7107701,-73.8406935
Townhouse for sale,1970000,4,4,2508,"Brooklyn, NY 11201","59 Duffield StBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,40.6965326,-73.9839654
Co-op for sale,1895000,2,2,2184.21,"Brooklyn, NY 11215","905 Union St Apt 1Brooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,40.673976,-73.973535
House for sale,689000,3,2.373860858,1248,"Staten Island, NY 10314","46 Kirshon AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6137764,-74.1600305
House for sale,649999,3,2,1440,"Staten Island, NY 10305","219 Slater BlvdStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5803331,-74.0885167
House for sale,669000,3,2,864,"Staten Island, NY 10304","74 Holly StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5993523,-74.0953882
House for sale,800000,3,2,825,"Brooklyn, NY 11234","1485 E 53rd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6222734,-73.924094
Co-op for sale,2375000,1,2,2184.21,"Manhattan, NY 10012","10 Bleecker St Apt 5DManhattan, NY 10012",New York,New York County,New York,Manhattan,40.7252187,-73.9929764
For sale,2400000,6,6,6688,"Brooklyn, NY 11216","726 Nostrand AveBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,40.6738566,-73.9506085
House for sale,390000,2,1,586,"Staten Island, NY 10306","231 Freeborn StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.574103,-74.0931668
Condo for sale,2250000,1,1,2184.21,"Manhattan, NY 10014","302 W 12th St Apt 7FManhattan, NY 10014",New York,New York County,New York,Manhattan,40.737308,-74.0046666
House for sale,1450000,4,2.373860858,2700,"Staten Island, NY 10312","308 Poillon AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5273093,-74.1753435
Condo for sale,725000,2,2,792,"Brooklyn, NY 11207","627 Wilson Ave Apt 3Brooklyn, NY 11207",New York,Kings County,Brooklyn,Bushwick,40.6898164,-73.9062474
Co-op for sale,269000,1,1,2184.21,"Bronx, NY 10471","4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,40.8968048,-73.9087471
Co-op for sale,695000,2,2,2184.21,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,Manhattan,40.7651716,-73.9678719
House for sale,1300000,3,2,2184.21,"Bronx, NY 10473","246 Newman AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8109146,-73.853921
Co-op for sale,459000,3,2,1250,"Brooklyn, NY 11214","2475 W 16th St Apt 19HBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.5866482,-73.9845156
House for sale,689999,3,2,1008,"Staten Island, NY 10302","596 College AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.621814,-74.1406264
Co-op for sale,425000,3,2,1405,"Corona, NY 11368","58-03 Calloway St Unit 2P2Corona, NY 11368",United States,New York,Queens County,Queens,40.7381853,-73.8581248
House for sale,10000000,5,4,6800,"New York, NY 10065","166 E 64th StNew York, NY 10065",United States,New York,New York County,New York,40.764989,-73.9655331
Co-op for sale,1525000,2,2,2184.21,"New York, NY 10024","67 Riverside Dr Apt 1CNew York, NY 10024",New York,New York County,New York,Manhattan,40.784623,-73.9826586
Multi-family home for sale,1499000,9,6,3519,"Brooklyn, NY 11223","2619 Shore PkwyBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.583514,-73.9738903
Co-op for sale,695000,2,2,2184.21,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,Manhattan,40.7651716,-73.9678719
House for sale,1300000,3,2,2184.21,"Bronx, NY 10473","246 Newman AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8109146,-73.853921
Co-op for sale,269000,1,1,2184.21,"Bronx, NY 10471","4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,40.8968048,-73.9087471
Co-op for sale,425000,3,2,1405,"Corona, NY 11368","58-03 Calloway St Unit 2P2Corona, NY 11368",United States,New York,Queens County,Queens,40.7381853,-73.8581248
Multi-family home for sale,1499000,9,6,3519,"Brooklyn, NY 11223","2619 Shore PkwyBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.583514,-73.9738903
House for sale,519000,3,2,1480,"Staten Island, NY 10314","62 Simmons LnStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5939378,-74.1843153
Co-op for sale,358000,2,1,2184.21,"Bayside, NY 11360","212-79 16 Ave Unit 183Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7855174,-73.7797613
Co-op for sale,975000,3,1,2184.21,"Manhattan, NY 10011","360 W 22nd St Apt 9JManhattan, NY 10011",New York,New York County,New York,Manhattan,40.7455051,-74.0016003
Townhouse for sale,29200000,12,10,11638,"New York, NY 10016","123 E 35th StNew York, NY 10016",United States,New York,New York County,New York,40.747472,-73.9796788
Co-op for sale,498000,2,1,975,"Brooklyn, NY 11209","138 71st St Apt E10Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6351164,-74.0311609
Co-op for sale,385000,1,2,900,"Bayside, NY 11360","1805 215th St Apt 4SBayside, NY 11360",New York,Queens County,Queens,Bayside,40.7839299,-73.77643
Multi-family home for sale,999000,6,2,3144,"Bronx, NY 10462","851 Van Nest AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8451067,-73.8601577
Co-op for sale,399000,1,1,2184.21,"Jackson Heights, NY 11372","34-41 85th St Unit 3UJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,40.7531191,-73.8818757
Contingent,599000,4,4,2800,"Staten Island, NY 10308","77 Harbour CtStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5387352,-74.1423893
House for sale,829888,4,2.373860858,1800,"Staten Island, NY 10309","70 Savo LoopStaten Island, NY 10309",10309,United States,New York,Richmond County,40.521278,-74.2230351
Townhouse for sale,699998,3,2,1548,"Staten Island, NY 10314","159 Freedom AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5953144,-74.1628286
Co-op for sale,1088000,5,2,2184.21,"Forest Hills, NY 11375","20 Continental Ave Unit 5EFForest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.7186003,-73.8453488
House for sale,999000,6,2,1280,"Bronx, NY 10475","3426 Boller AveBronx, NY 10475",United States,New York,Bronx County,The Bronx,40.8808173,-73.8350832
Multi-family home for sale,1188888,15,9,2184.21,"Ridgewood, NY 11385","677 Grandview AveRidgewood, NY 11385",United States,New York,Queens County,Queens,40.7075546,-73.9036964
Co-op for sale,265000,1,1,700,"Bayside, NY 11360","23-45 Bell Blvd Unit 5KBayside, NY 11360",New York,Queens County,Queens,Bayside,40.7824499,-73.7765099
Co-op for sale,288000,1,1,845,"Brooklyn, NY 11235","3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5894827,-73.9395372
Co-op for sale,999995,3,2,1750,"Manhattan, NY 10065","205 E 63rd St Unit 11EFManhattan, NY 10065",New York,New York County,New York,Manhattan,40.7640501,-73.964336
Co-op for sale,1495000,2,2,1350,"New York, NY 10021","200 E 74th St Apt 6BNew York, NY 10021",New York,New York County,New York,Manhattan,40.7708195,-73.9595235
Co-op for sale,925000,1,1,1000,"New York, NY 10021","235 E 73rd St # 4BNew York, NY 10021",New York,New York County,New York,Manhattan,40.7699425,-73.9583558
Co-op for sale,349000,2,1,2184.21,"Kew Gardens, NY 11415","84-70 129 St N Unit 5UKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,40.7050355,-73.8241699
Condo for sale,2000000,4,4,3000,"New York, NY 10022","444 E 57th St Apt 2DNew York, NY 10022",New York,New York County,New York,Manhattan,40.7573479,-73.9614914
Condo for sale,839000,3,2,1376,"Brooklyn, NY 11214","8895 26th Ave Apt 5ABrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.5905451,-73.9910402
Co-op for sale,329000,1,1,820,"Forest Hills, NY 11375","111-39 76th Rd Unit E6Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7157399,-73.83672
Multi-family home for sale,899000,6,3,3683,"Bronx, NY 10469","948 E 217th StBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8796143,-73.856153
House for sale,615000,3,2,2184.21,"Brownville, NY 11212","534 Powell StBrownville, NY 11212",United States,New York,Kings County,Brooklyn,40.6610456,-73.9019953
Condo for sale,800000,2,2,1257,"New York, NY 10029","309 E 108th St Apt 5FNew York, NY 10029",New York,New York County,New York,Manhattan,40.7917785,-73.9406204
Condo for sale,430000,2,2,1248,"Staten Island, NY 10314","527 Willow Rd E Unit 2Staten Island, NY 10314",New York,Richmond County,Staten Island,Mid Island,40.6123868,-74.1511288
Contingent,499000,3,2,1288,"Staten Island, NY 10314","625 Goethals Rd NStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6166867,-74.1576647
Co-op for sale,439500,3,2,1400,"Kew Gardens, NY 11415","83-80 118th St Unit 3OKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7047878,-73.8344551
Co-op for sale,299000,1,1,2184.21,"Kew Gardens, NY 11415","118-18 Union Tpke Unit 17GKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7123992,-73.8339305
House for sale,2580000,8,2.373860858,6493,"Staten Island, NY 10304","60 Lyman PlStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6050685,-74.0969483
Condo for sale,200000,1,1,613,"Bronx, NY 10462","1700 Metropolitan Ave Apt MhBronx, NY 10462",United States,New York,Bronx County,The Bronx,40.840459,-73.8542045
Co-op for sale,425000,3,1,2184.21,"New York, NY 10031","504 W 135th St Apt 1BNew York, NY 10031",New York,New York County,New York,Manhattan,40.8189893,-73.953108
Co-op for sale,69000,1,1,850,"Bronx, NY 10452","1185 Anderson Ave Apt 2EBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,40.8366623,-73.9239586
Condo for sale,1995000,3,2,1546,"New York, NY 10025","272 W 107th St Apt 8DNew York, NY 10025",New York,New York County,New York,Manhattan,40.8018548,-73.9672877
Co-op for sale,230000,1,1,620,"Manhattan, NY 10025","255 W 108th St Apt 1FManhattan, NY 10025",New York,New York County,New York,Manhattan,40.8028416,-73.9670229
Co-op for sale,220000,1,1,590,"Briarwood, NY 11435","82-35 134th St Unit 2DBriarwood, NY 11435",New York,Queens County,Queens,Jamaica,40.7130136,-73.8230375
Co-op for sale,198000,3,1,2184.21,"Flushing, NY 11355","42-40 Bowne St Unit 6FFlushing, NY 11355",New York,Queens County,Queens,Flushing,40.756144,-73.8213672
Co-op for sale,1495000,1,2,2184.21,"Manhattan, NY 10010","48 Gramercy Park N Apt 1BManhattan, NY 10010",New York,New York County,New York,Manhattan,40.7382884,-73.9851838
Co-op for sale,475000,1,1,615,"New York, NY 10128","520 E 90th St Apt 1LNew York, NY 10128",New York,New York County,New York,Manhattan,40.7779975,-73.9445342
Co-op for sale,199900,2,1,2184.21,"Rosedale, NY 11422","234-04 131 Ave Unit 2Rosedale, NY 11422",New York,Queens County,Queens,Rosedale,40.6779049,-73.733881
House for sale,1150000,2,2,1444,"Staten Island, NY 10304","91 Flagg CtStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5882505,-74.1087291
House for sale,1575000,3,2,2184.21,"Brooklyn, NY 11215","530 4th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6683947,-73.9762195
Co-op for sale,229000,1,1,2184.21,"Jackson Heights, NY 11372","33-05 92nd St Unit 1BJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7562792,-73.8758052
For sale,2700000,8,4,2184.21,"Brooklyn, NY 11205","122 Willoughby AveBrooklyn, NY 11205",United States,New York,Kings County,Brooklyn,40.6914843,-73.9676428
Condo for sale,320000,2,2,936,"Bronx, NY 10473","1860 Story Ave Unit 36CBronx, NY 10473",New York,Bronx County,The Bronx,East Bronx,40.8236857,-73.8611313
Co-op for sale,295000,2,1,700,"Brooklyn, NY 11230","1275 E 5th St Apt 6ABrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.6196386,-73.9707307
House for sale,550000,3,2,2184.21,"Brooklyn, NY 11203","4211 Snyder AveBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6498755,-73.9375091
Condo for sale,285000,2,1,1000,"Bronx, NY 10462","1439 Metropolitan Ave Apt 6ABronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,40.8362269,-73.8612346
Co-op for sale,328000,1,1,800,"Elmhurst, NY 11373","83-30 Vietor Ave Unit 414Elmhurst, NY 11373",New York,Queens County,Queens,Flushing,40.743059,-73.880983
Multi-family home for sale,1388000,4,3,2184.21,"Flushing, NY 11358","25-02 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,40.774158,-73.7957477
Multi-family home for sale,3000000,10,10,2184.21,"Brooklyn Heights, NY 11201","120 Pierrepont StBrooklyn Heights, NY 11201",United States,New York,Kings County,Brooklyn,40.6949321,-73.9928542
